Fwd_rate	Rev_rate	Net_Rate	PEI	Reaction_String
4.27647E-07	5.17056E-09	4.22E-07	9.88E-01	R6 + R15 <=> R104
4.27647E-07	1323.458376	-1.32E+03	3.23E-10	R15 + R6 <=> R236
4.27647E-07	5839.226194	-5.84E+03	7.32E-11	R16 + R6 <=> R237
4.27647E-07	7.48407E-08	3.53E-07	8.51E-01	R6 + R26 <=> R159
4.27647E-07	7.69845E-06	-7.27E-06	5.26E-02	R6 + R26 <=> R160
4.27647E-07	1118.339048	-1.12E+03	3.82E-10	R26 + R6 <=> R238
4.27647E-07	9.12596E-05	-9.08E-05	4.66E-03	R6 + R27 <=> R239
4.27647E-07	8.62228E-07	-4.35E-07	3.32E-01	R27 + R6 <=> R240
4.27647E-07	0.181734432	-1.82E-01	2.35E-06	R13 + R15 <=> R106
4.27647E-07	0.03933777	-3.93E-02	1.09E-05	R15 + R13 <=> R241
4.27647E-07	0.886429773	-8.86E-01	4.82E-07	R16 + R13 <=> R242
4.27647E-07	3.095825584	-3.10E+00	1.38E-07	R13 + R17 <=> R230
4.27647E-07	3.09932E-08	3.97E-07	9.32E-01	R17 + R13 <=> R243
4.27647E-07	565776.2671	-5.66E+05	7.56E-13	R13 + R18 <=> R235
4.27647E-07	0.001886017	-1.89E-03	2.27E-04	R18 + R13 <=> R244
4.27647E-07	52.78563123	-5.28E+01	8.10E-09	R13 + R19 <=> R239
4.27647E-07	3.23884E-07	1.04E-07	5.69E-01	R19 + R13 <=> R245
4.27647E-07	0.002393627	-2.39E-03	1.79E-04	R13 + R26 <=> R163
4.27647E-07	1.063594768	-1.06E+00	4.02E-07	R13 + R26 <=> R164
4.27647E-07	0.000649149	-6.49E-04	6.58E-04	R26 + R13 <=> R246
4.27647E-07	233.3243314	-2.33E+02	1.83E-09	R13 + R27 <=> R247
4.27647E-07	2.55596E-05	-2.51E-05	1.65E-02	R27 + R13 <=> R248
4.27647E-07	1.975806396	-1.98E+00	2.16E-07	R13 + R28 <=> R249
4.27647E-07	13.96410426	-1.40E+01	3.06E-08	R13 + R28 <=> R167
4.27647E-07	0.992663762	-9.93E-01	4.31E-07	R28 + R13 <=> R250
4.27647E-07	13.14121693	-1.31E+01	3.25E-08	R29 + R13 <=> R251
4.27647E-07	66656.85849	-6.67E+04	6.42E-12	R13 + R30 <=> R252
4.27647E-07	2.53721E-05	-2.49E-05	1.66E-02	R30 + R13 <=> R253
4.27647E-07	0.001201474	-1.20E-03	3.56E-04	R31 + R13 <=> R254
4.27647E-07	0.011729032	-1.17E-02	3.65E-05	R13 + R41 <=> R205
4.27647E-07	2.216672426	-2.22E+00	1.93E-07	R13 + R41 <=> R206
4.27647E-07	0.000741132	-7.41E-04	5.77E-04	R41 + R13 <=> R255
4.27647E-07	0.372536522	-3.73E-01	1.15E-06	R42 + R13 <=> R256
4.27647E-07	1.311890334	-1.31E+00	3.26E-07	R13 + R43 <=> R257
4.27647E-07	3091.672014	-3.09E+03	1.38E-10	R13 + R43 <=> R209
4.27647E-07	0.597299114	-5.97E-01	7.16E-07	R43 + R13 <=> R258
4.27647E-07	133.5883742	-1.34E+02	3.20E-09	R44 + R13 <=> R259
4.27647E-07	0.028584405	-2.86E-02	1.50E-05	R45 + R13 <=> R260
4.27647E-07	0.332056299	-3.32E-01	1.29E-06	R13 + R53 <=> R226
4.27647E-07	6.749707474	-6.75E+00	6.34E-08	R13 + R53 <=> R227
4.27647E-07	0.012452017	-1.25E-02	3.43E-05	R53 + R13 <=> R261
4.27647E-07	0.285015611	-2.85E-01	1.50E-06	R54 + R13 <=> R262
4.27647E-07	1.890432675	-1.89E+00	2.26E-07	R13 + R60 <=> R233
4.27647E-07	972.3578875	-9.72E+02	4.40E-10	R13 + R60 <=> R234
4.27647E-07	0.828074939	-8.28E-01	5.16E-07	R60 + R13 <=> R263
4.27647E-07	0.058865214	-5.89E-02	7.26E-06	R13 + R86 <=> R264
4.27647E-07	11379.04723	-1.14E+04	3.76E-11	R13 + R86 <=> R265
4.27647E-07	0.121670947	-1.22E-01	3.51E-06	R86 + R13 <=> R266
4.27647E-07	0.152301176	-1.52E-01	2.81E-06	R13 + R87 <=> R267
4.27647E-07	5579411.842	-5.58E+06	7.66E-14	R13 + R87 <=> R268
4.27647E-07	11.64880011	-1.16E+01	3.67E-08	R87 + R13 <=> R269
4.27647E-07	2667254.74	-2.67E+06	1.60E-13	R88 + R13 <=> R270
4.27647E-07	429.4689107	-4.29E+02	9.96E-10	R13 + R89 <=> R271
4.27647E-07	990000.4464	-9.90E+05	4.32E-13	R13 + R89 <=> R272
4.27647E-07	147.140481	-1.47E+02	2.91E-09	R89 + R13 <=> R273
4.27647E-07	0.003905474	-3.91E-03	1.09E-04	R14 + R15 <=> R108
4.27647E-07	0.000717641	-7.17E-04	5.96E-04	R15 + R14 <=> R274
4.27647E-07	0.05043318	-5.04E-02	8.48E-06	R15 + R14 <=> R275
4.27647E-07	0.198337224	-1.98E-01	2.16E-06	R16 + R14 <=> R276
4.27647E-07	25.02618392	-2.50E+01	1.71E-08	R16 + R14 <=> R277
4.27647E-07	9.971003071	-9.97E+00	4.29E-08	R14 + R17 <=> R232
4.27647E-07	4.94959E-06	-4.52E-06	7.95E-02	R17 + R14 <=> R278
4.27647E-07	1.05005E-07	3.23E-07	8.03E-01	R17 + R14 <=> R279
4.27647E-07	0.020580318	-2.06E-02	2.08E-05	R14 + R26 <=> R170
4.27647E-07	17.54395121	-1.75E+01	2.44E-08	R14 + R26 <=> R171
4.27647E-07	0.009829427	-9.83E-03	4.35E-05	R26 + R14 <=> R280
4.27647E-07	0.061184954	-6.12E-02	6.99E-06	R26 + R14 <=> R281
4.27647E-07	1378.146854	-1.38E+03	3.10E-10	R14 + R27 <=> R252
4.27647E-07	4.69666E-06	-4.27E-06	8.35E-02	R27 + R14 <=> R282
4.27647E-07	8.41069E-07	-4.13E-07	3.37E-01	R27 + R14 <=> R283
4.27647E-07	0.057367846	-5.74E-02	7.45E-06	R14 + R28 <=> R284
4.27647E-07	3.428771352	-3.43E+00	1.25E-07	R14 + R28 <=> R174
4.27647E-07	0.114290657	-1.14E-01	3.74E-06	R28 + R14 <=> R285
4.27647E-07	8.846750707	-8.85E+00	4.83E-08	R28 + R14 <=> R286
4.27647E-07	46642.12429	-4.66E+04	9.17E-12	R29 + R14 <=> R287
4.27647E-07	2598.113284	-2.60E+03	1.65E-10	R29 + R14 <=> R288
4.27647E-07	115994.5567	-1.16E+05	3.69E-12	R14 + R30 <=> R289
4.27647E-07	0.000437817	-4.37E-04	9.76E-04	R30 + R14 <=> R290
4.27647E-07	1.43164E-06	-1.00E-06	2.30E-01	R30 + R14 <=> R291
4.27647E-07	0.002413535	-2.41E-03	1.77E-04	R14 + R41 <=> R212
4.27647E-07	2305.170339	-2.31E+03	1.86E-10	R14 + R41 <=> R213
4.27647E-07	0.045243593	-4.52E-02	9.45E-06	R41 + R14 <=> R292
4.27647E-07	8.333093583	-8.33E+00	5.13E-08	R41 + R14 <=> R293
4.27647E-07	0.011515139	-1.15E-02	3.71E-05	R42 + R14 <=> R294
4.27647E-07	0.080194178	-8.02E-02	5.33E-06	R42 + R14 <=> R295
4.27647E-07	4.527250846	-4.53E+00	9.45E-08	R14 + R86 <=> R271
4.27647E-07	10436.09967	-1.04E+04	4.10E-11	R14 + R86 <=> R272
4.27647E-07	102.0162035	-1.02E+02	4.19E-09	R86 + R14 <=> R296
4.27647E-07	88.61797909	-8.86E+01	4.83E-09	R86 + R14 <=> R297
4.27647E-07	0.114501197	-1.15E-01	3.73E-06	R15 + R15 <=> R298
4.27647E-07	4.64114793	-4.64E+00	9.21E-08	R16 + R15 <=> R299
4.27647E-07	0.001136934	-1.14E-03	3.76E-04	R15 + R26 <=> R300
4.27647E-07	275.357913	-2.75E+02	1.55E-09	R15 + R26 <=> R301
4.27647E-07	0.032187325	-3.22E-02	1.33E-05	R26 + R15 <=> R302
4.27647E-07	47246.91035	-4.72E+04	9.05E-12	R15 + R27 <=> R303
4.27647E-07	7.15206E-06	-6.72E-06	5.64E-02	R27 + R15 <=> R304
4.27647E-07	58.51633136	-5.85E+01	7.31E-09	R16 + R26 <=> R305
4.27647E-07	112008.323	-1.12E+05	3.82E-12	R16 + R26 <=> R306
4.27647E-07	2669712.306	-2.67E+06	1.60E-13	R16 + R27 <=> R307
4.27647E-07	0.082819173	-8.28E-02	5.16E-06	R26 + R26 <=> R308
4.27647E-07	1.625614025	-1.63E+00	2.63E-07	R26 + R26 <=> R309
4.27647E-07	1108.094999	-1.11E+03	3.86E-10	R26 + R27 <=> R310
4.27647E-07	3.52448E-06	-3.10E-06	1.08E-01	R27 + R26 <=> R311
4.27647E-07	1.23109E-06	-8.03E-07	2.58E-01	R27 + R26 <=> R312
4.27647E-07	0.236449751	-2.36E-01	1.81E-06	R27 + R27 <=> R313
0.000653947	3.74122E-05	6.17E-04	9.46E-01	R15 <=> R26
0.000653947	7.42129E-07	6.53E-04	9.99E-01	R17 <=> R86
0.000653947	2.88078E-05	6.25E-04	9.58E-01	R18 <=> R89
0.000653947	3.0252E-06	6.51E-04	9.95E-01	R19 <=> R53
0.000653947	0.000155339	4.99E-04	8.08E-01	R20 <=> R241
0.000653947	3.99806E-06	6.50E-04	9.94E-01	R21 <=> R68
0.000653947	9.11434E-09	6.54E-04	1.00E+00	R22 <=> R246
0.000653947	3.09363E-08	6.54E-04	1.00E+00	R23 <=> R250
0.000653947	1.63068E-09	6.54E-04	1.00E+00	R24 <=> R255
0.000653947	1.2528E-06	6.53E-04	9.98E-01	R25 <=> R258
0.000653947	5.432083237	-5.43E+00	1.20E-04	R26 <=> R6
0.000653947	0.011430678	-1.08E-02	5.41E-02	R26 <=> R15
0.000653947	2.14231E-06	6.52E-04	9.97E-01	R27 <=> R16
0.000653947	0.00024161	4.12E-04	7.30E-01	R28 <=> R41
0.000653947	0.000653947	0.00E+00	5.00E-01	R28 <=> R28
0.000653947	8.3644E-07	6.53E-04	9.99E-01	R30 <=> R29
0.000653947	1.21878073	-1.22E+00	5.36E-04	R41 <=> R8
0.000653947	0.001769985	-1.12E-03	2.70E-01	R41 <=> R28
0.000653947	0.000260547	3.93E-04	7.15E-01	R43 <=> R53
0.000653947	0.00023117	4.23E-04	7.39E-01	R43 <=> R117
0.000653947	0.141361562	-1.41E-01	4.60E-03	R53 <=> R19
0.000653947	0.001641339	-9.87E-04	2.85E-01	R53 <=> R43
0.000653947	2.25322E-05	6.31E-04	9.67E-01	R55 <=> R68
0.000653947	0.003855482	-3.20E-03	1.45E-01	R55 <=> R130
0.000653947	0.274715188	-2.74E-01	2.37E-03	R60 <=> R120
0.000653947	0.11016021	-1.10E-01	5.90E-03	R60 <=> R87
0.000653947	1.27274E-07	6.54E-04	1.00E+00	R61 <=> R248
0.000653947	2.60215E-08	6.54E-04	1.00E+00	R61 <=> R163
0.000653947	3.256553055	-3.26E+00	2.01E-04	R64 <=> R125
0.000653947	2.88140185	-2.88E+00	2.27E-04	R64 <=> R90
0.000653947	2.01393E-05	6.34E-04	9.70E-01	R65 <=> R253
0.000653947	0.001724961	-1.07E-03	2.75E-01	R65 <=> R170
0.000653947	0.106963433	-1.06E-01	6.08E-03	R68 <=> R21
0.000653947	0.018979392	-1.83E-02	3.33E-02	R68 <=> R55
0.000653947	0.000222611	4.31E-04	7.46E-01	R70 <=> R76
0.000653947	0.0033215	-2.67E-03	1.64E-01	R70 <=> R140
0.000653947	12.24227868	-1.22E+01	5.34E-05	R73 <=> R314
0.000653947	0.000912468	-2.59E-04	4.17E-01	R73 <=> R274
0.000653947	4.81993E-07	6.53E-04	9.99E-01	R74 <=> R315
0.000653947	5.43669E-06	6.49E-04	9.92E-01	R74 <=> R300
0.000653947	18093.90845	-1.81E+04	3.61E-08	R76 <=> R113
0.000653947	0.001921053	-1.27E-03	2.54E-01	R76 <=> R70
0.000653947	1.58729E-07	6.54E-04	1.00E+00	R78 <=> R245
0.000653947	4.63162E-05	6.08E-04	9.34E-01	R78 <=> R159
0.000653947	0.000492548	1.61E-04	5.70E-01	R81 <=> R316
0.000653947	0.000260068	3.94E-04	7.15E-01	R81 <=> R280
0.000653947	0.000107009	5.47E-04	8.59E-01	R82 <=> R317
0.000653947	0.071414601	-7.08E-02	9.07E-03	R82 <=> R308
0.000653947	0.000310328	3.44E-04	6.78E-01	R84 <=> R318
0.000653947	1.29721E-05	6.41E-04	9.81E-01	R84 <=> R285
0.000653947	51.44291098	-5.14E+01	1.27E-05	R85 <=> R319
0.000653947	0.003891125	-3.24E-03	1.44E-01	R85 <=> R292
0.000653947	0.576243264	-5.76E-01	1.13E-03	R86 <=> R17
0.000653947	0.002197297	-1.54E-03	2.29E-01	R86 <=> R92
0.000653947	3.88204E-06	6.50E-04	9.94E-01	R87 <=> R60
0.000653947	7.25816E-06	6.47E-04	9.89E-01	R87 <=> R93
0.000653947	0.014844799	-1.42E-02	4.22E-02	R89 <=> R18
0.000653947	0.839585058	-8.39E-01	7.78E-04	R89 <=> R94
0.000653947	1.48416E-07	6.54E-04	1.00E+00	R90 <=> R64
0.000653947	2.81347E-07	6.54E-04	1.00E+00	R90 <=> R121
4.27647E-07	1.68203E-07	2.59E-07	7.18E-01	R0 + R109 <=> R177
4.27647E-07	1.09429E-06	-6.67E-07	2.81E-01	R0 + R110 <=> R178
4.27647E-07	1.25529E-07	3.02E-07	7.73E-01	R0 + R111 <=> R179
4.27647E-07	1.34023E-08	4.14E-07	9.70E-01	R0 + R112 <=> R180
4.27647E-07	4.56715E-10	4.27E-07	9.99E-01	R0 + R113 <=> R181
4.27647E-07	1.06887E-09	4.27E-07	9.98E-01	R0 + R117 <=> R121
4.27647E-07	2.33373E-06	-1.91E-06	1.55E-01	R0 + R119 <=> R182
4.27647E-07	4.35529E-06	-3.93E-06	8.94E-02	R0 + R120 <=> R183
4.27647E-07	2.04785E-06	-1.62E-06	1.73E-01	R0 + R123 <=> R185
4.27647E-07	0.000427466	-4.27E-04	9.99E-04	R0 + R124 <=> R186
4.27647E-07	7.01815E-09	4.21E-07	9.84E-01	R0 + R125 <=> R187
4.27647E-07	3.92265E-08	3.88E-07	9.16E-01	R0 + R126 <=> R188
4.27647E-07	5.90486E-11	4.28E-07	1.00E+00	R0 + R130 <=> R134
4.27647E-07	1.21344E-08	4.16E-07	9.72E-01	R0 + R130 <=> R184
4.27647E-07	4.68436E-07	-4.08E-08	4.77E-01	R0 + R132 <=> R191
4.27647E-07	5.73921E-05	-5.70E-05	7.40E-03	R0 + R133 <=> R192
4.27647E-07	6.1908E-07	-1.91E-07	4.09E-01	R0 + R136 <=> R195
4.27647E-07	0.000102668	-1.02E-04	4.15E-03	R0 + R137 <=> R196
4.27647E-07	3.56513E-09	4.24E-07	9.92E-01	R0 + R138 <=> R197
4.27647E-07	5.65932E-10	4.27E-07	9.99E-01	R0 + R140 <=> R144
4.27647E-07	8.20546E-08	3.46E-07	8.39E-01	R0 + R140 <=> R220
4.27647E-07	3.41955E-07	8.57E-08	5.56E-01	R0 + R142 <=> R200
4.27647E-07	1.83336E-11	4.28E-07	1.00E+00	R0 + R143 <=> R201
4.27647E-07	6.48091E-12	4.28E-07	1.00E+00	R0 + R149 <=> R152
4.27647E-07	1.65944E-09	4.26E-07	9.96E-01	R0 + R149 <=> R231
4.27647E-07	2.72217E-08	4.00E-07	9.40E-01	R0 + R151 <=> R204
4.27647E-07	4.79203E-05	-4.75E-05	8.85E-03	R0 + R163 <=> R166
4.27647E-07	8.93609E-06	-8.51E-06	4.57E-02	R0 + R163 <=> R249
4.27647E-07	0.000116785	-1.16E-04	3.65E-03	R0 + R165 <=> R207
4.27647E-07	0.028140694	-2.81E-02	1.52E-05	R0 + R168 <=> R210
4.27647E-07	8.47283E-07	-4.20E-07	3.35E-01	R0 + R169 <=> R211
4.27647E-07	1.29198E-09	4.26E-07	9.97E-01	R0 + R170 <=> R173
4.27647E-07	3.01771E-08	3.97E-07	9.34E-01	R0 + R170 <=> R284
4.27647E-07	1.4661E-05	-1.42E-05	2.83E-02	R0 + R172 <=> R214
4.27647E-07	4.0256E-09	4.24E-07	9.91E-01	R0 + R189 <=> R193
4.27647E-07	1.87616E-05	-1.83E-05	2.23E-02	R0 + R205 <=> R208
4.27647E-07	1.56243E-06	-1.13E-06	2.15E-01	R0 + R205 <=> R257
4.27647E-07	1.45349E-09	4.26E-07	9.97E-01	R0 + R241 <=> R274
4.27647E-07	1.02146E-07	3.26E-07	8.07E-01	R0 + R241 <=> R275
4.27647E-07	1.78268E-08	4.10E-07	9.60E-01	R0 + R242 <=> R276
4.27647E-07	2.24939E-06	-1.82E-06	1.60E-01	R0 + R242 <=> R277
4.27647E-07	1.27238E-05	-1.23E-05	3.25E-02	R0 + R243 <=> R278
4.27647E-07	2.69934E-07	1.58E-07	6.13E-01	R0 + R243 <=> R279
4.27647E-07	1.20641E-06	-7.79E-07	2.62E-01	R0 + R246 <=> R280
4.27647E-07	7.50954E-06	-7.08E-06	5.39E-02	R0 + R246 <=> R281
4.27647E-07	1.46402E-08	4.13E-07	9.67E-01	R0 + R248 <=> R282
4.27647E-07	2.62175E-09	4.25E-07	9.94E-01	R0 + R248 <=> R283
4.27647E-07	9.17323E-09	4.18E-07	9.79E-01	R0 + R250 <=> R285
4.27647E-07	7.10061E-07	-2.82E-07	3.76E-01	R0 + R250 <=> R286
4.27647E-07	0.000282785	-2.82E-04	1.51E-03	R0 + R251 <=> R287
4.27647E-07	1.5752E-05	-1.53E-05	2.64E-02	R0 + R251 <=> R288
4.27647E-07	1.37483E-06	-9.47E-07	2.37E-01	R0 + R253 <=> R290
4.27647E-07	4.49562E-09	4.23E-07	9.90E-01	R0 + R253 <=> R291
4.27647E-07	4.8638E-06	-4.44E-06	8.08E-02	R0 + R255 <=> R292
4.27647E-07	0.000895828	-8.95E-04	4.77E-04	R0 + R255 <=> R293
4.27647E-07	2.46271E-09	4.25E-07	9.94E-01	R0 + R256 <=> R294
4.27647E-07	1.7151E-08	4.10E-07	9.61E-01	R0 + R256 <=> R295
4.27647E-07	6.32995E-08	3.64E-07	8.71E-01	R0 + R264 <=> R267
4.27647E-07	6.68029E-05	-6.64E-05	6.36E-03	R0 + R266 <=> R296
4.27647E-07	5.80294E-05	-5.76E-05	7.32E-03	R0 + R266 <=> R297
4.27647E-07	1.91684E-07	2.36E-07	6.90E-01	R0 + R274 <=> R320
4.27647E-07	2.56067E-05	-2.52E-05	1.64E-02	R0 + R274 <=> R298
4.27647E-07	9.44338E-06	-9.02E-06	4.33E-02	R0 + R276 <=> R321
4.27647E-07	3.75554E-06	-3.33E-06	1.02E-01	R0 + R276 <=> R299
4.27647E-07	1.26224E-07	3.01E-07	7.72E-01	R0 + R280 <=> R322
4.27647E-07	5.25542E-07	-9.79E-08	4.49E-01	R0 + R280 <=> R302
4.27647E-07	3.35624E-05	-3.31E-05	1.26E-02	R0 + R282 <=> R323
4.27647E-07	2.44396E-07	1.83E-07	6.36E-01	R0 + R282 <=> R304
4.27647E-07	3.11892E-07	1.16E-07	5.78E-01	R0 + R314 <=> R324
4.27647E-07	0.000433407	-4.33E-04	9.86E-04	R0 + R316 <=> R325
4.27647E-07	0.676932654	-6.77E-01	6.32E-07	R92 + R1 <=> R326
4.27647E-07	253.2381582	-2.53E+02	1.69E-09	R93 + R1 <=> R327
4.27647E-07	0.399156201	-3.99E-01	1.07E-06	R94 + R1 <=> R328
4.27647E-07	1.391476037	-1.39E+00	3.07E-07	R95 + R1 <=> R329
4.27647E-07	134.8233638	-1.35E+02	3.17E-09	R96 + R1 <=> R330
4.27647E-07	57108.72529	-5.71E+04	7.49E-12	R105 + R1 <=> R331
4.27647E-07	800.7529053	-8.01E+02	5.34E-10	R106 + R1 <=> R332
4.27647E-07	0.020001503	-2.00E-02	2.14E-05	R1 + R109 <=> R215
4.27647E-07	4.43148E-05	-4.39E-05	9.56E-03	R109 + R1 <=> R314
4.27647E-07	3.138857101	-3.14E+00	1.36E-07	R1 + R110 <=> R216
4.27647E-07	3.03592E-05	-2.99E-05	1.39E-02	R110 + R1 <=> R333
4.27647E-07	0.00016598	-1.66E-04	2.57E-03	R1 + R111 <=> R217
4.27647E-07	0.000110715	-1.10E-04	3.85E-03	R111 + R1 <=> R334
4.27647E-07	0.002882617	-2.88E-03	1.48E-04	R1 + R117 <=> R335
4.27647E-07	580.7893564	-5.81E+02	7.36E-10	R117 + R1 <=> R336
4.27647E-07	12091.58959	-1.21E+04	3.54E-11	R118 + R1 <=> R337
4.27647E-07	0.204829393	-2.05E-01	2.09E-06	R1 + R119 <=> R218
4.27647E-07	1.5016E-05	-1.46E-05	2.77E-02	R119 + R1 <=> R316
4.27647E-07	0.000758379	-7.58E-04	5.64E-04	R1 + R120 <=> R219
4.27647E-07	2.1838E-05	-2.14E-05	1.92E-02	R120 + R1 <=> R338
4.27647E-07	12259.64292	-1.23E+04	3.49E-11	R121 + R1 <=> R339
4.27647E-07	2433.787502	-2.43E+03	1.76E-10	R122 + R1 <=> R340
4.27647E-07	0.132908841	-1.33E-01	3.22E-06	R1 + R123 <=> R221
4.27647E-07	3.37219E-06	-2.94E-06	1.13E-01	R123 + R1 <=> R318
4.27647E-07	866.7004249	-8.67E+02	4.93E-10	R1 + R124 <=> R222
4.27647E-07	0.004104449	-4.10E-03	1.04E-04	R124 + R1 <=> R341
4.27647E-07	0.000144181	-1.44E-04	2.96E-03	R1 + R125 <=> R223
4.27647E-07	0.005985682	-5.99E-03	7.14E-05	R125 + R1 <=> R342
4.27647E-07	0.000266611	-2.66E-04	1.60E-03	R1 + R130 <=> R343
4.27647E-07	0.00032976	-3.29E-04	1.30E-03	R1 + R130 <=> R344
4.27647E-07	1.515805384	-1.52E+00	2.82E-07	R130 + R1 <=> R345
4.27647E-07	12270.93876	-1.23E+04	3.49E-11	R131 + R1 <=> R346
4.27647E-07	1.961314286	-1.96E+00	2.18E-07	R1 + R132 <=> R224
4.27647E-07	0.118903865	-1.19E-01	3.60E-06	R132 + R1 <=> R319
4.27647E-07	8.34664E-05	-8.30E-05	5.10E-03	R1 + R133 <=> R225
4.27647E-07	7.57198E-06	-7.14E-06	5.35E-02	R133 + R1 <=> R347
4.27647E-07	0.298436374	-2.98E-01	1.43E-06	R1 + R163 <=> R348
4.27647E-07	92.19493979	-9.22E+01	4.64E-09	R1 + R163 <=> R349
4.27647E-07	117.7648653	-1.18E+02	3.63E-09	R163 + R1 <=> R350
4.27647E-07	109515343.5	-1.10E+08	3.90E-15	R164 + R1 <=> R351
4.27647E-07	19.34156103	-1.93E+01	2.21E-08	R1 + R165 <=> R228
4.27647E-07	0.003645013	-3.64E-03	1.17E-04	R165 + R1 <=> R352
4.27647E-07	0.062378792	-6.24E-02	6.86E-06	R177 + R1 <=> R353
4.27647E-07	2.50989264	-2.51E+00	1.70E-07	R178 + R1 <=> R354
4.27647E-07	0.000154057	-1.54E-04	2.77E-03	R182 + R1 <=> R355
4.27647E-07	7.14548E-06	-6.72E-06	5.65E-02	R183 + R1 <=> R356
4.27647E-07	1.79344E-05	-1.75E-05	2.33E-02	R1 + R241 <=> R300
4.27647E-07	4.343601921	-4.34E+00	9.85E-08	R1 + R241 <=> R301
4.27647E-07	0.009233182	-9.23E-03	4.63E-05	R241 + R1 <=> R357
4.27647E-07	0.040963241	-4.10E-02	1.04E-05	R1 + R242 <=> R305
4.27647E-07	78.40928878	-7.84E+01	5.45E-09	R1 + R242 <=> R306
4.27647E-07	2.228945324	-2.23E+00	1.92E-07	R242 + R1 <=> R358
4.27647E-07	0.079167649	-7.92E-02	5.40E-06	R1 + R246 <=> R308
4.27647E-07	1.553940186	-1.55E+00	2.75E-07	R1 + R246 <=> R309
4.27647E-07	5.830955665	-5.83E+00	7.33E-08	R246 + R1 <=> R359
4.27647E-07	2.989439766	-2.99E+00	1.43E-07	R247 + R1 <=> R360
4.27647E-07	8.55663E-05	-8.51E-05	4.97E-03	R1 + R248 <=> R311
4.27647E-07	2.98879E-05	-2.95E-05	1.41E-02	R1 + R248 <=> R312
4.27647E-07	0.423760439	-4.24E-01	1.01E-06	R248 + R1 <=> R361
4.27647E-07	80792.77485	-8.08E+04	5.29E-12	R92 + R2 <=> R362
4.27647E-07	25120351.89	-2.51E+07	1.70E-14	R93 + R2 <=> R363
4.27647E-07	98016.72215	-9.80E+04	4.36E-12	R94 + R2 <=> R364
4.27647E-07	8.822367806	-8.82E+00	4.85E-08	R2 + R109 <=> R236
4.27647E-07	0.000262472	-2.62E-04	1.63E-03	R109 + R2 <=> R324
4.27647E-07	103.148983	-1.03E+02	4.15E-09	R2 + R110 <=> R237
4.27647E-07	4.22053E-05	-4.18E-05	1.00E-02	R110 + R2 <=> R365
4.27647E-07	0.001325799	-1.33E-03	3.22E-04	R2 + R117 <=> R344
4.27647E-07	3.301813818	-3.30E+00	1.30E-07	R117 + R2 <=> R366
4.27647E-07	31953.58181	-3.20E+04	1.34E-11	R118 + R2 <=> R367
4.27647E-07	1306.517392	-1.31E+03	3.27E-10	R2 + R119 <=> R238
4.27647E-07	0.123589407	-1.24E-01	3.46E-06	R119 + R2 <=> R325
4.27647E-07	0.000947553	-9.47E-04	4.51E-04	R2 + R120 <=> R240
4.27647E-07	0.002248435	-2.25E-03	1.90E-04	R120 + R2 <=> R368
4.27647E-07	48237182.09	-4.82E+07	8.87E-15	R92 + R3 <=> R369
4.27647E-07	1041.837933	-1.04E+03	4.10E-10	R92 + R13 <=> R370
4.27647E-07	3974.653708	-3.97E+03	1.08E-10	R93 + R13 <=> R371
4.27647E-07	57.55504544	-5.76E+01	7.43E-09	R94 + R13 <=> R372
4.27647E-07	25246.89789	-2.52E+04	1.69E-11	R13 + R109 <=> R303
4.27647E-07	1.17589E-07	3.10E-07	7.84E-01	R109 + R13 <=> R315
4.27647E-07	3780366.032	-3.78E+06	1.13E-13	R13 + R110 <=> R307
4.27647E-07	0.005769361	-5.77E-03	7.41E-05	R110 + R13 <=> R373
4.27647E-07	13171.9815	-1.32E+04	3.25E-11	R13 + R117 <=> R349
4.27647E-07	5.382325047	-5.38E+00	7.95E-08	R117 + R13 <=> R374
4.27647E-07	365097.1316	-3.65E+05	1.17E-12	R118 + R13 <=> R375
4.27647E-07	103771.7344	-1.04E+05	4.12E-12	R13 + R119 <=> R310
4.27647E-07	2.53721E-05	-2.49E-05	1.66E-02	R119 + R13 <=> R317
4.27647E-07	20829.5412	-2.08E+04	2.05E-11	R13 + R120 <=> R313
4.27647E-07	3.04431E-05	-3.00E-05	1.39E-02	R120 + R13 <=> R376
4.27647E-07	1.416020004	-1.42E+00	3.02E-07	R92 + R14 <=> R377
4.27647E-07	192869475.1	-1.93E+08	2.22E-15	R92 + R14 <=> R378
0.000653947	3.05727E-09	6.54E-04	1.00E+00	R109 <=> R118
0.000653947	1.82727E-07	6.54E-04	1.00E+00	R110 <=> R88
0.000653947	3.18474E-05	6.22E-04	9.54E-01	R111 <=> R248
0.000653947	2.25385E-07	6.54E-04	1.00E+00	R112 <=> R253
0.000653947	2.36348E-11	6.54E-04	1.00E+00	R113 <=> R76
0.000653947	7.81817E-11	6.54E-04	1.00E+00	R114 <=> R315
0.000653947	2.78513E-07	6.54E-04	1.00E+00	R115 <=> R245
0.000653947	1.46226E-06	6.52E-04	9.98E-01	R116 <=> R317
0.000653947	0.001849922	-1.20E-03	2.61E-01	R117 <=> R43
0.000653947	2.40314E-05	6.30E-04	9.65E-01	R119 <=> R44
0.000653947	1.55669E-06	6.52E-04	9.98E-01	R120 <=> R60
0.000653947	1.48732E-09	6.54E-04	1.00E+00	R123 <=> R131
0.000653947	5.32698E-05	6.01E-04	9.25E-01	R124 <=> R91
0.000653947	1.31319E-07	6.54E-04	1.00E+00	R125 <=> R64
